timestamp_utc,imb_eur_per_mwh,bal_up_eur_per_mwh,bal_down_eur_per_mwh
2023-01-02 09:00:00+00:00,115.09,145.61,115.09
2023-01-02 10:00:00+00:00,153.5,153.5,120.0
2023-01-02 11:00:00+00:00,175.0,175.0,144.38
2023-01-02 12:00:00+00:00,160.0,160.0,143.76
2023-01-02 13:00:00+00:00,122.0,148.2,122.0
2023-01-02 14:00:00+00:00,128.0,155.34,128.0
2023-01-02 15:00:00+00:00,162.89,162.89,162.89
2023-01-02 16:00:00+00:00,175.01,175.01,170.0
2023-01-02 17:00:00+00:00,189.0,189.0,174.74
2023-01-02 18:00:00+00:00,164.46,164.46,164.46
2023-01-02 19:00:00+00:00,153.0,153.0,153.0
2023-01-02 20:00:00+00:00,128.0,141.67,128.0
2023-01-02 21:00:00+00:00,53.79,134.91,53.79
2023-01-02 22:00:00+00:00,53.79,124.22,53.79
2023-01-02 23:00:00+00:00,130.01,130.01,130.01
2023-01-03 00:00:00+00:00,120.0,120.0,120.0
2023-01-03 01:00:00+00:00,118.76,118.76,118.76
2023-01-03 02:00:00+00:00,115.0,115.0,115.0
2023-01-03 03:00:00+00:00,113.63,113.63,113.63
2023-01-03 04:00:00+00:00,116.27,116.27,116.27
2023-01-03 05:00:00+00:00,152.0,152.0,138.92
2023-01-03 06:00:00+00:00,210.0,210.0,159.92
2023-01-03 07:00:00+00:00,210.0,210.0,169.17
2023-01-03 08:00:00+00:00,199.0,199.0,171.18
2023-01-03 09:00:00+00:00,197.0,197.0,168.57
2023-01-03 10:00:00+00:00,196.0,196.0,169.49
2023-01-03 11:00:00+00:00,184.5,184.5,164.5
2023-01-03 12:00:00+00:00,180.0,180.0,160.91
2023-01-03 13:00:00+00:00,201.0,201.0,163.06
2023-01-03 14:00:00+00:00,200.0,200.0,167.73
2023-01-03 15:00:00+00:00,197.0,197.0,166.61
2023-01-03 16:00:00+00:00,250.0,250.0,170.72
2023-01-03 17:00:00+00:00,250.0,250.0,168.93
2023-01-03 18:00:00+00:00,160.99,160.99,160.99
2023-01-03 19:00:00+00:00,149.62,149.62,149.62
2023-01-03 20:00:00+00:00,130.99,130.99,130.99
2023-01-03 21:00:00+00:00,122.62,122.62,114.27
2023-01-03 22:00:00+00:00,122.6,122.6,93.66
2023-01-03 23:00:00+00:00,105.0,105.0,80.89
2023-01-04 00:00:00+00:00,105.0,105.0,70.67
2023-01-04 01:00:00+00:00,99.73,99.73,40.0
2023-01-04 02:00:00+00:00,82.07,82.07,8.68
2023-01-04 03:00:00+00:00,0.85,0.85,0.85
2023-01-04 04:00:00+00:00,11.02,11.02,11.02
2023-01-04 05:00:00+00:00,99.99,99.99,61.02
2023-01-04 06:00:00+00:00,137.5,137.5,79.2
2023-01-04 07:00:00+00:00,137.5,137.5,84.2
2023-01-04 08:00:00+00:00,154.34,154.34,83.32
2023-01-04 09:00:00+00:00,154.34,154.34,70.07
2023-01-04 10:00:00+00:00,140.28,140.28,79.74
2023-01-04 11:00:00+00:00,154.0,154.0,80.89
2023-01-04 12:00:00+00:00,157.0,157.0,79.72
2023-01-04 13:00:00+00:00,157.0,157.0,80.22
2023-01-04 14:00:00+00:00,155.5,155.5,79.74
2023-01-04 15:00:00+00:00,145.0,145.0,80.82
2023-01-04 16:00:00+00:00,86.16,86.16,86.16
2023-01-04 17:00:00+00:00,145.0,145.0,72.28
2023-01-04 18:00:00+00:00,120.0,120.0,66.61
2023-01-04 19:00:00+00:00,135.0,135.0,43.2
2023-01-04 20:00:00+00:00,123.48,123.48,31.25
2023-01-04 21:00:00+00:00,90.0,90.0,34.96
2023-01-04 22:00:00+00:00,108.0,108.0,9.09
2023-01-04 23:00:00+00:00,110.5,110.5,0.09
2023-01-05 00:00:00+00:00,74.5,74.5,0.1
2023-01-05 01:00:00+00:00,77.02,77.02,0.12
2023-01-05 02:00:00+00:00,74.34,74.34,0.12
2023-01-05 03:00:00+00:00,52.5,52.5,2.23
2023-01-05 04:00:00+00:00,10.07,10.07,10.07
2023-01-05 05:00:00+00:00,61.04,61.04,61.04
2023-01-05 06:00:00+00:00,111.08,111.08,87.19
2023-01-05 07:00:00+00:00,139.0,139.0,95.84
2023-01-05 08:00:00+00:00,149.23,149.23,125.55
2023-01-05 09:00:00+00:00,157.0,157.0,131.92
2023-01-05 10:00:00+00:00,162.91,162.91,143.07
2023-01-05 11:00:00+00:00,150.0,150.0,140.91
2023-01-05 12:00:00+00:00,150.0,150.0,91.0
2023-01-05 13:00:00+00:00,91.0,151.03,91.0
2023-01-05 14:00:00+00:00,135.0,159.48,135.0
2023-01-05 15:00:00+00:00,172.73,172.73,172.73
2023-01-05 16:00:00+00:00,139.0,194.7,139.0
2023-01-05 17:00:00+00:00,135.0,194.67,135.0
2023-01-05 18:00:00+00:00,133.5,177.98,133.5
2023-01-05 19:00:00+00:00,126.0,163.99,126.0
2023-01-05 20:00:00+00:00,121.41,152.0,121.41
2023-01-05 21:00:00+00:00,124.0,144.64,124.0
2023-01-05 22:00:00+00:00,100.0,127.0,100.0
2023-01-05 23:00:00+00:00,107.21,107.21,107.21
2023-01-06 00:00:00+00:00,101.1,101.1,101.1
2023-01-06 01:00:00+00:00,80.67,96.73,80.67
2023-01-06 02:00:00+00:00,82.34,82.34,82.34
2023-01-06 03:00:00+00:00,65.0,81.93,65.0
2023-01-06 04:00:00+00:00,60.0,84.03,60.0
2023-01-06 05:00:00+00:00,72.0,97.25,72.0
2023-01-06 06:00:00+00:00,80.0,106.51,80.0
2023-01-06 07:00:00+00:00,99.0,120.7,99.0
2023-01-06 08:00:00+00:00,102.57,116.86,102.57
2023-01-06 09:00:00+00:00,112.85,112.85,112.85
2023-01-06 10:00:00+00:00,113.37,113.37,113.37
2023-01-06 11:00:00+00:00,115.0,115.0,115.0
2023-01-06 12:00:00+00:00,109.78,109.78,109.78
2023-01-06 13:00:00+00:00,119.71,119.71,119.71
2023-01-06 14:00:00+00:00,125.83,125.83,125.83
2023-01-06 15:00:00+00:00,139.57,139.57,139.57
2023-01-06 16:00:00+00:00,120.5,155.22,120.5
2023-01-06 17:00:00+00:00,120.0,150.09,120.0
2023-01-06 18:00:00+00:00,112.0,146.15,112.0
2023-01-06 19:00:00+00:00,107.5,139.1,107.5
2023-01-06 20:00:00+00:00,108.0,131.8,108.0
2023-01-06 21:00:00+00:00,108.0,129.94,108.0
2023-01-06 22:00:00+00:00,102.0,121.3,102.0
2023-01-06 23:00:00+00:00,97.15,97.15,97.15
2023-01-07 00:00:00+00:00,80.0,98.43,80.0
2023-01-07 01:00:00+00:00,96.05,96.05,96.05
2023-01-07 02:00:00+00:00,34.15,87.97,34.15
2023-01-07 03:00:00+00:00,25.0,82.99,25.0
2023-01-07 04:00:00+00:00,25.0,83.59,25.0
2023-01-07 05:00:00+00:00,25.0,90.76,25.0
2023-01-07 06:00:00+00:00,25.0,103.21,25.0
2023-01-07 07:00:00+00:00,35.53,111.86,35.53
2023-01-07 08:00:00+00:00,120.0,120.0,60.0
2023-01-07 09:00:00+00:00,128.0,128.0,100.0
2023-01-07 10:00:00+00:00,119.0,119.0,88.32
2023-01-07 11:00:00+00:00,119.0,119.0,87.9
2023-01-07 12:00:00+00:00,107.0,107.0,94.05
2023-01-07 13:00:00+00:00,98.0,98.0,88.98
2023-01-07 14:00:00+00:00,98.0,98.0,85.56
2023-01-07 15:00:00+00:00,120.0,120.0,94.1
2023-01-07 16:00:00+00:00,123.0,123.0,96.81
2023-01-07 17:00:00+00:00,132.0,132.0,99.52
2023-01-07 18:00:00+00:00,127.0,127.0,94.58
2023-01-07 19:00:00+00:00,97.16,97.16,87.86
2023-01-07 20:00:00+00:00,97.16,97.16,61.47
2023-01-07 21:00:00+00:00,85.0,85.0,50.0
2023-01-07 22:00:00+00:00,23.38,38.25,23.38
2023-01-07 23:00:00+00:00,30.0,30.0,10.93
2023-01-08 00:00:00+00:00,9.07,9.07,9.07
2023-01-08 01:00:00+00:00,30.0,30.0,9.1
2023-01-08 02:00:00+00:00,4.16,4.16,4.16
2023-01-08 03:00:00+00:00,25.91,25.91,5.58
2023-01-08 04:00:00+00:00,33.0,33.0,9.92
2023-01-08 05:00:00+00:00,30.0,30.0,9.02
2023-01-08 06:00:00+00:00,12.0,25.91,12.0
2023-01-08 07:00:00+00:00,49.42,49.42,49.42
2023-01-08 08:00:00+00:00,82.8,82.8,82.8
2023-01-08 09:00:00+00:00,93.7,93.7,93.7
2023-01-08 10:00:00+00:00,103.87,103.87,103.87
2023-01-08 11:00:00+00:00,101.69,101.69,101.69
2023-01-08 12:00:00+00:00,99.0,99.0,99.0
2023-01-08 13:00:00+00:00,104.29,104.29,104.29
2023-01-08 14:00:00+00:00,103.64,103.64,103.64
2023-01-08 15:00:00+00:00,128.0,128.0,109.11
2023-01-08 16:00:00+00:00,128.0,128.0,118.04
2023-01-08 17:00:00+00:00,122.61,122.61,122.61
2023-01-08 18:00:00+00:00,109.11,109.11,109.11
2023-01-08 19:00:00+00:00,103.93,103.93,103.93
2023-01-08 20:00:00+00:00,117.0,117.0,98.43
2023-01-08 21:00:00+00:00,120.0,120.0,99.37
2023-01-08 22:00:00+00:00,115.0,115.0,81.34
2023-01-08 23:00:00+00:00,100.0,100.0,75.13
2023-01-09 00:00:00+00:00,25.91,64.38,25.91
2023-01-09 01:00:00+00:00,19.66,60.28,19.66
2023-01-09 02:00:00+00:00,2.5,39.41,2.5
2023-01-09 03:00:00+00:00,10.0,47.25,10.0
2023-01-09 04:00:00+00:00,30.0,69.07,30.0
2023-01-09 05:00:00+00:00,76.5,107.13,76.5
2023-01-09 06:00:00+00:00,201.69,201.69,160.0
2023-01-09 07:00:00+00:00,201.69,201.69,180.0
2023-01-09 08:00:00+00:00,110.0,177.14,110.0
2023-01-09 09:00:00+00:00,114.29,159.07,114.29
2023-01-09 10:00:00+00:00,120.5,160.57,120.5
2023-01-09 11:00:00+00:00,140.56,140.56,140.56
2023-01-09 12:00:00+00:00,137.67,137.67,137.67
2023-01-09 13:00:00+00:00,160.0,160.0,143.57
2023-01-09 14:00:00+00:00,268.93,268.93,151.02
2023-01-09 15:00:00+00:00,228.59,228.59,161.96
2023-01-09 16:00:00+00:00,215.14,215.14,174.34
2023-01-09 17:00:00+00:00,182.18,182.18,182.18
2023-01-09 18:00:00+00:00,170.24,170.24,170.24
2023-01-09 19:00:00+00:00,160.51,160.51,160.51
2023-01-09 20:00:00+00:00,138.93,138.93,138.93
2023-01-09 21:00:00+00:00,132.0,132.0,132.0
2023-01-09 22:00:00+00:00,125.3,125.3,108.31
2023-01-09 23:00:00+00:00,118.0,118.0,106.02
2023-01-10 00:00:00+00:00,118.0,118.0,96.71
2023-01-10 01:00:00+00:00,118.0,118.0,95.14
2023-01-10 02:00:00+00:00,118.0,118.0,90.36
2023-01-10 03:00:00+00:00,118.0,118.0,95.61
2023-01-10 04:00:00+00:00,108.6,108.6,108.6
2023-01-10 05:00:00+00:00,138.13,138.13,138.13
2023-01-10 06:00:00+00:00,154.73,154.73,154.73
2023-01-10 07:00:00+00:00,165.33,165.33,165.33
2023-01-10 08:00:00+00:00,160.42,160.42,160.42
2023-01-10 09:00:00+00:00,154.73,154.73,154.73
2023-01-10 10:00:00+00:00,146.45,146.45,146.45
2023-01-10 11:00:00+00:00,111.8,141.22,111.8
2023-01-10 12:00:00+00:00,110.0,141.68,110.0
2023-01-10 13:00:00+00:00,110.0,145.41,110.0
2023-01-10 14:00:00+00:00,110.5,145.92,110.5
2023-01-10 15:00:00+00:00,170.0,170.0,120.0
2023-01-10 16:00:00+00:00,161.0,161.0,146.34
2023-01-10 17:00:00+00:00,104.5,138.8,104.5
2023-01-10 18:00:00+00:00,95.5,124.44,95.5
2023-01-10 19:00:00+00:00,72.0,106.15,72.0
2023-01-10 20:00:00+00:00,64.0,86.53,64.0
2023-01-10 21:00:00+00:00,65.0,81.3,65.0
2023-01-10 22:00:00+00:00,42.96,42.96,42.96
2023-01-10 23:00:00+00:00,5.0,5.0,5.0
2023-01-11 00:00:00+00:00,0.0,0.16,0.0
2023-01-11 01:00:00+00:00,0.0,0.08,0.0
2023-01-11 02:00:00+00:00,0.0,0.01,0.0
2023-01-11 03:00:00+00:00,0.0,0.04,0.0
2023-01-11 04:00:00+00:00,-2.5,2.75,-2.5
2023-01-11 05:00:00+00:00,19.67,57.88,19.67
2023-01-11 06:00:00+00:00,80.54,91.11,80.54
2023-01-11 07:00:00+00:00,100.0,127.44,100.0
2023-01-11 08:00:00+00:00,103.01,126.54,103.01
2023-01-11 09:00:00+00:00,103.01,127.63,103.01
2023-01-11 10:00:00+00:00,95.0,124.81,95.0
2023-01-11 11:00:00+00:00,75.0,117.47,75.0
2023-01-11 12:00:00+00:00,36.0,110.54,36.0
2023-01-11 13:00:00+00:00,24.0,115.74,24.0
2023-01-11 14:00:00+00:00,24.0,117.7,24.0
2023-01-11 15:00:00+00:00,22.0,119.2,22.0
2023-01-11 16:00:00+00:00,128.28,128.28,128.28
2023-01-11 17:00:00+00:00,128.76,128.76,128.76
2023-01-11 18:00:00+00:00,122.7,122.7,122.7
2023-01-11 19:00:00+00:00,6.5,114.56,6.5
2023-01-11 20:00:00+00:00,6.5,93.47,6.5
2023-01-11 21:00:00+00:00,-3.5,91.71,-3.5
2023-01-11 22:00:00+00:00,-3.5,68.54,-3.5
2023-01-11 23:00:00+00:00,-2.5,19.88,-2.5
2023-01-12 00:00:00+00:00,17.88,17.88,-2.5
2023-01-12 01:00:00+00:00,0.0,4.69,0.0
2023-01-12 02:00:00+00:00,-3.0,0.1,-3.0
2023-01-12 03:00:00+00:00,-3.36,2.73,-3.36
2023-01-12 04:00:00+00:00,-3.5,24.94,-3.5
2023-01-12 05:00:00+00:00,0.27,85.72,0.27
2023-01-12 06:00:00+00:00,114.0,114.0,111.55
2023-01-12 07:00:00+00:00,115.0,115.0,106.83
2023-01-12 08:00:00+00:00,132.0,132.0,97.83
2023-01-12 09:00:00+00:00,132.0,132.0,99.81
2023-01-12 10:00:00+00:00,132.0,132.0,101.1
2023-01-12 11:00:00+00:00,131.0,131.0,20.0
2023-01-12 12:00:00+00:00,26.89,99.64,26.89
2023-01-12 13:00:00+00:00,130.0,130.0,100.77
2023-01-12 14:00:00+00:00,126.0,126.0,88.5
2023-01-12 15:00:00+00:00,90.0,101.43,90.0
2023-01-12 16:00:00+00:00,112.01,112.01,112.01
2023-01-12 17:00:00+00:00,119.49,119.49,119.49
2023-01-12 18:00:00+00:00,121.0,121.0,100.79
2023-01-12 19:00:00+00:00,120.0,120.0,99.35
2023-01-12 20:00:00+00:00,111.5,111.5,84.77
2023-01-12 21:00:00+00:00,62.0,70.43,62.0
2023-01-12 22:00:00+00:00,39.17,39.57,39.17
2023-01-12 23:00:00+00:00,32.64,32.64,32.64
2023-01-13 00:00:00+00:00,33.0,33.0,16.99
2023-01-13 01:00:00+00:00,35.0,35.0,9.0
2023-01-13 02:00:00+00:00,35.0,35.0,2.65
2023-01-13 03:00:00+00:00,33.0,33.0,3.35
2023-01-13 04:00:00+00:00,50.0,50.0,25.26
2023-01-13 05:00:00+00:00,105.5,105.5,54.74
2023-01-13 06:00:00+00:00,115.0,115.0,87.88
2023-01-13 07:00:00+00:00,115.0,115.0,105.95
2023-01-13 08:00:00+00:00,110.0,110.0,100.64
2023-01-13 09:00:00+00:00,113.0,113.0,94.85
2023-01-13 10:00:00+00:00,110.0,110.0,84.93
2023-01-13 11:00:00+00:00,102.0,102.0,76.53
2023-01-13 12:00:00+00:00,70.0,70.24,70.0
2023-01-13 13:00:00+00:00,70.0,73.55,70.0
2023-01-13 14:00:00+00:00,109.0,109.0,79.85
2023-01-13 15:00:00+00:00,109.0,109.0,85.31
2023-01-13 16:00:00+00:00,115.0,115.0,96.9
2023-01-13 17:00:00+00:00,124.0,124.0,96.97
2023-01-13 18:00:00+00:00,105.0,105.0,95.91
2023-01-13 19:00:00+00:00,68.0,92.0,68.0
2023-01-13 20:00:00+00:00,68.0,76.89,68.0
2023-01-13 21:00:00+00:00,74.0,76.51,74.0
2023-01-13 22:00:00+00:00,68.3,68.3,68.3
2023-01-13 23:00:00+00:00,25.68,25.68,25.68
2023-01-14 00:00:00+00:00,30.0,34.62,30.0
2023-01-14 01:00:00+00:00,30.0,44.7,30.0
2023-01-14 02:00:00+00:00,40.33,41.23,40.33
2023-01-14 03:00:00+00:00,40.7,40.7,40.7
2023-01-14 04:00:00+00:00,40.68,40.68,40.68
2023-01-14 05:00:00+00:00,45.1,45.1,45.1
2023-01-14 06:00:00+00:00,53.4,53.4,53.4
2023-01-14 07:00:00+00:00,74.0,74.0,53.63
2023-01-14 08:00:00+00:00,99.0,99.0,56.89
2023-01-14 09:00:00+00:00,100.0,100.0,66.72
2023-01-14 10:00:00+00:00,100.0,100.0,65.56
2023-01-14 11:00:00+00:00,65.39,65.39,65.39
2023-01-14 12:00:00+00:00,55.0,62.69,55.0
2023-01-14 13:00:00+00:00,40.5,42.15,40.5
2023-01-14 14:00:00+00:00,19.92,19.92,19.92
2023-01-14 15:00:00+00:00,9.04,9.04,9.04
2023-01-14 16:00:00+00:00,11.04,11.04,11.04
2023-01-14 17:00:00+00:00,13.69,13.69,13.69
2023-01-14 18:00:00+00:00,6.84,6.84,6.84
2023-01-14 19:00:00+00:00,9.03,9.03,9.03
2023-01-14 20:00:00+00:00,9.07,9.07,9.07
2023-01-14 21:00:00+00:00,5.9,5.9,5.9
2023-01-14 22:00:00+00:00,5.19,5.19,5.19
2023-01-14 23:00:00+00:00,3.94,3.94,3.94
2023-01-15 00:00:00+00:00,1.71,1.71,1.71
2023-01-15 01:00:00+00:00,35.0,35.0,4.1
2023-01-15 02:00:00+00:00,35.0,35.0,2.65
2023-01-15 03:00:00+00:00,26.65,26.65,2.87
2023-01-15 04:00:00+00:00,-9.41,4.01,-9.41
2023-01-15 05:00:00+00:00,-9.14,1.58,-9.14
2023-01-15 06:00:00+00:00,1.74,1.74,1.74
2023-01-15 07:00:00+00:00,-1.34,9.08,-1.34
2023-01-15 08:00:00+00:00,66.0,66.0,10.31
2023-01-15 09:00:00+00:00,66.0,66.0,9.01
2023-01-15 10:00:00+00:00,60.5,60.5,8.03
2023-01-15 11:00:00+00:00,-7.8,6.76,-7.8
2023-01-15 12:00:00+00:00,-15.0,0.42,-15.0
2023-01-15 13:00:00+00:00,-13.04,0.29,-13.04
2023-01-15 14:00:00+00:00,0.82,0.82,0.82
2023-01-15 15:00:00+00:00,13.69,13.69,13.69
2023-01-15 16:00:00+00:00,30.9,30.9,30.9
2023-01-15 17:00:00+00:00,35.06,35.06,26.95
2023-01-15 18:00:00+00:00,34.0,34.0,25.27
2023-01-15 19:00:00+00:00,12.17,12.17,12.17
2023-01-15 20:00:00+00:00,19.69,19.69,19.69
2023-01-15 21:00:00+00:00,52.0,52.0,32.14
2023-01-15 22:00:00+00:00,71.98,71.98,37.47
2023-01-15 23:00:00+00:00,60.01,60.01,60.01
2023-01-16 00:00:00+00:00,60.01,60.01,60.01
2023-01-16 01:00:00+00:00,62.72,62.72,62.72
2023-01-16 02:00:00+00:00,56.1,56.1,56.1
2023-01-16 03:00:00+00:00,63.3,63.3,63.3
2023-01-16 04:00:00+00:00,87.0,87.0,87.0
2023-01-16 05:00:00+00:00,154.63,154.63,154.63
2023-01-16 06:00:00+00:00,177.5,177.5,175.11
2023-01-16 07:00:00+00:00,185.99,185.99,185.99
2023-01-16 08:00:00+00:00,139.0,170.0,139.0
2023-01-16 09:00:00+00:00,150.2,150.2,150.2
2023-01-16 10:00:00+00:00,120.0,150.89,120.0
2023-01-16 11:00:00+00:00,147.04,147.04,147.04
2023-01-16 12:00:00+00:00,140.87,140.87,140.87
2023-01-16 13:00:00+00:00,141.24,141.24,141.24
2023-01-16 14:00:00+00:00,161.5,161.5,145.69
2023-01-16 15:00:00+00:00,111.5,150.81,111.5
2023-01-16 16:00:00+00:00,108.0,166.79,108.0
2023-01-16 17:00:00+00:00,115.0,173.72,115.0
2023-01-16 18:00:00+00:00,103.0,150.5,103.0
2023-01-16 19:00:00+00:00,100.0,136.97,100.0
2023-01-16 20:00:00+00:00,100.0,127.74,100.0
2023-01-16 21:00:00+00:00,100.0,123.24,100.0
2023-01-16 22:00:00+00:00,102.0,109.4,102.0
2023-01-16 23:00:00+00:00,98.24,98.24,98.24
2023-01-17 00:00:00+00:00,94.61,94.61,94.61
2023-01-17 01:00:00+00:00,91.91,91.91,91.91
2023-01-17 02:00:00+00:00,89.51,89.51,89.51
2023-01-17 03:00:00+00:00,91.77,91.77,91.77
2023-01-17 04:00:00+00:00,81.0,100.0,81.0
2023-01-17 05:00:00+00:00,90.0,116.96,90.0
2023-01-17 06:00:00+00:00,140.8,140.8,140.8
2023-01-17 07:00:00+00:00,151.96,151.96,151.96
2023-01-17 08:00:00+00:00,136.1,136.1,136.1
2023-01-17 09:00:00+00:00,135.0,135.0,126.17
2023-01-17 10:00:00+00:00,145.0,145.0,122.75
2023-01-17 11:00:00+00:00,145.0,145.0,116.07
2023-01-17 12:00:00+00:00,129.38,129.38,129.38
2023-01-17 13:00:00+00:00,128.88,128.88,128.88
2023-01-17 14:00:00+00:00,137.5,137.5,137.5
2023-01-17 15:00:00+00:00,159.86,159.86,159.86
2023-01-17 16:00:00+00:00,156.43,156.43,156.43
2023-01-17 17:00:00+00:00,152.0,152.0,152.0
2023-01-17 18:00:00+00:00,145.4,145.4,145.4
2023-01-17 19:00:00+00:00,112.21,139.3,112.21
2023-01-17 20:00:00+00:00,105.5,136.15,105.5
2023-01-17 21:00:00+00:00,128.55,128.55,106.5
2023-01-17 22:00:00+00:00,124.32,124.32,124.32
2023-01-17 23:00:00+00:00,119.04,119.04,119.04
2023-01-18 00:00:00+00:00,118.07,118.07,118.07
2023-01-18 01:00:00+00:00,105.0,119.21,105.0
2023-01-18 02:00:00+00:00,105.0,118.93,105.0
2023-01-18 03:00:00+00:00,99.5,116.19,99.5
2023-01-18 04:00:00+00:00,99.5,121.91,99.5
2023-01-18 05:00:00+00:00,268.87,268.87,130.39
2023-01-18 06:00:00+00:00,376.41,376.41,166.4
2023-01-18 07:00:00+00:00,181.5,181.5,181.5
2023-01-18 08:00:00+00:00,176.56,176.56,176.56
2023-01-18 09:00:00+00:00,167.0,167.0,140.0
2023-01-18 10:00:00+00:00,150.0,150.0,130.36
2023-01-18 11:00:00+00:00,145.0,145.0,122.94
2023-01-18 12:00:00+00:00,130.0,130.0,120.0
2023-01-18 13:00:00+00:00,153.0,153.0,123.66
2023-01-18 14:00:00+00:00,153.54,153.54,140.0
2023-01-18 15:00:00+00:00,147.97,147.97,147.97
2023-01-18 16:00:00+00:00,160.0,160.0,160.0
2023-01-18 17:00:00+00:00,137.48,137.48,137.48
2023-01-18 18:00:00+00:00,130.34,130.34,130.34
2023-01-18 19:00:00+00:00,120.97,120.97,120.97
2023-01-18 20:00:00+00:00,119.9,119.9,119.9
2023-01-18 21:00:00+00:00,117.51,117.51,117.51
2023-01-18 22:00:00+00:00,111.46,111.46,111.46
2023-01-18 23:00:00+00:00,111.53,111.53,111.53
2023-01-19 00:00:00+00:00,93.0,106.98,93.0
2023-01-19 01:00:00+00:00,90.0,104.97,90.0
2023-01-19 02:00:00+00:00,90.0,101.72,90.0
2023-01-19 03:00:00+00:00,90.0,99.14,90.0
2023-01-19 04:00:00+00:00,98.0,110.95,98.0
2023-01-19 05:00:00+00:00,109.0,118.22,109.0
2023-01-19 06:00:00+00:00,150.75,150.75,149.62
2023-01-19 07:00:00+00:00,159.93,159.93,159.93
2023-01-19 08:00:00+00:00,168.5,168.5,155.88
2023-01-19 09:00:00+00:00,168.5,168.5,154.81
2023-01-19 10:00:00+00:00,153.5,153.5,138.63
2023-01-19 11:00:00+00:00,132.5,150.07,132.5
2023-01-19 12:00:00+00:00,133.0,154.87,133.0
2023-01-19 13:00:00+00:00,160.49,160.49,160.49
2023-01-19 14:00:00+00:00,175.96,175.96,175.96
2023-01-19 15:00:00+00:00,186.29,186.29,186.29
2023-01-19 16:00:00+00:00,700.0,700.0,198.73
2023-01-19 17:00:00+00:00,672.05,672.05,197.57
2023-01-19 18:00:00+00:00,180.0,180.0,171.43
2023-01-19 19:00:00+00:00,150.0,150.0,150.0
2023-01-19 20:00:00+00:00,148.41,148.41,148.41
2023-01-19 21:00:00+00:00,149.34,149.34,149.34
2023-01-19 22:00:00+00:00,215.06,215.06,139.0
2023-01-19 23:00:00+00:00,153.0,153.0,146.89
2023-01-20 00:00:00+00:00,144.5,144.5,144.5
2023-01-20 01:00:00+00:00,142.44,142.44,142.44
2023-01-20 02:00:00+00:00,142.8,142.8,142.8
2023-01-20 03:00:00+00:00,144.98,144.98,144.98
2023-01-20 04:00:00+00:00,150.5,150.5,150.5
2023-01-20 05:00:00+00:00,176.01,176.01,176.01
2023-01-20 06:00:00+00:00,208.07,208.07,208.07
2023-01-20 07:00:00+00:00,235.06,235.06,235.06
2023-01-20 08:00:00+00:00,262.51,262.51,221.7
2023-01-20 09:00:00+00:00,317.08,317.08,209.77
2023-01-20 10:00:00+00:00,255.38,255.38,201.52
2023-01-20 11:00:00+00:00,189.26,189.26,189.26
2023-01-20 12:00:00+00:00,181.63,181.63,181.63
2023-01-20 13:00:00+00:00,182.36,182.36,182.36
2023-01-20 14:00:00+00:00,192.0,192.0,192.0
2023-01-20 15:00:00+00:00,200.0,200.0,200.0
2023-01-20 16:00:00+00:00,208.22,208.22,208.22
2023-01-20 17:00:00+00:00,208.4,208.4,208.4
2023-01-20 18:00:00+00:00,197.0,197.0,197.0
2023-01-20 19:00:00+00:00,175.7,175.7,175.7
2023-01-20 20:00:00+00:00,166.37,166.37,166.37
